0.338776	1
0.338806	0
0.338837	1
0.338867	0
0.338898	3
0.338928	1
0.338959	0
0.338989	0
0.33902	1
0.33905	0
0.339081	0
0.339111	1
0.339142	1
0.339172	0
0.339203	0
0.339233	0
0.339264	1
0.339294	0
0.339325	2
0.339355	0
0.339386	1
0.339417	0
0.339447	0
0.339478	0
0.339508	0
0.339539	2
0.339569	0
0.3396	0
0.33963	0
0.339661	1
0.339691	0
0.339722	1
0.339752	2
0.339783	0
0.339813	0
0.339844	0
0.339874	0
0.339905	0
0.339935	0
0.339966	0
0.339996	0
0.340027	1
0.340057	0
0.340088	0
0.340118	0
0.340149	0
0.340179	1
0.34021	0
0.34024	1
0.340271	0
0.340302	1
0.340332	0
0.340363	0
0.340393	0
0.340424	0
0.340454	3
0.340485	1
0.340515	0
0.340546	0
0.340576	0
0.340607	0
0.340637	0
0.340668	3
0.340698	0
0.340729	0
0.340759	0
0.34079	0
0.34082	0
0.340851	0
0.340881	3
0.340912	0
0.340942	0
0.340973	1
0.341003	2
0.341034	2
0.341064	0
0.341095	1
0.341125	0
0.341156	0
0.341187	0
0.341217	0
0.341248	0
0.341278	0
0.341309	0
0.341339	0
0.34137	0
0.3414	0
0.341431	0
0.341461	0
0.341492	0
0.341522	0
0.341553	0
0.341583	0
0.341614	0
0.341644	0
0.341675	0
0.341705	1
0.341736	0
0.341766	0
0.341797	1
0.341827	6
0.341858	1
0.341888	0
0.341919	0
0.341949	0
0.34198	0
0.34201	0
0.342041	0
0.342072	0
0.342102	0
0.342133	0
0.342163	0
0.342194	1
0.342224	0
0.342255	1
0.342285	0
0.342316	0
0.342346	1
0.342377	0
0.342407	1
0.342438	0
0.342468	0
0.342499	0
0.342529	1
0.34256	3
0.34259	3
0.342621	0
0.342651	2
0.342682	0
0.342712	0
0.342743	0
0.342773	0
0.342804	2
0.342834	0
0.342865	2
0.342896	1
0.342926	0
0.342957	0
0.342987	0
0.343018	0
0.343048	0
0.343079	0
0.343109	0
0.34314	1
0.34317	0
0.343201	0
0.343231	0
0.343262	0
0.343292	1
0.343323	1
0.343353	1
0.343384	0
0.343414	1
0.343445	0
0.343475	1
0.343506	0
0.343536	0
0.343567	3
0.343597	0
0.343628	0
0.343658	0
0.343689	1
0.343719	0
0.34375	1
0.343781	0
0.343811	0
0.343842	3
0.343872	0
0.343903	3
0.343933	4
0.343964	0
0.343994	1
0.344025	0
0.344055	0
0.344086	1
0.344116	4
0.344147	1
0.344177	1
0.344208	0
0.344238	2
0.344269	0
0.344299	0
0.34433	2
0.34436	0
0.344391	0
0.344421	0
0.344452	0
0.344482	2
0.344513	0
0.344543	0
0.344574	3
0.344604	1
0.344635	3
0.344666	0
0.344696	0
0.344727	0
0.344757	1
0.344788	0
0.344818	0
0.344849	0
0.344879	1
0.34491	1
0.34494	1
0.344971	0
0.345001	0
0.345032	4
0.345062	0
0.345093	1
0.345123	0
0.345154	0
0.345184	0
0.345215	0
0.345245	1
0.345276	1
0.345306	0
0.345337	0
0.345367	0
0.345398	1
0.345428	0
0.345459	0
0.34549	1
0.34552	0
0.345551	0
0.345581	0
0.345612	2
0.345642	0
0.345673	0
0.345703	0
0.345734	0
0.345764	0
0.345795	0
0.345825	0
0.345856	0
0.345886	1
0.345917	0
0.345947	0
0.345978	0
0.346008	1
0.346039	2
0.346069	0
0.3461	0
0.34613	0
0.346161	6
0.346191	0
0.346222	1
0.346252	1
0.346283	0
0.346313	2
0.346344	0
0.346375	0
0.346405	1
0.346436	1
0.346466	0
0.346497	0
0.346527	0
0.346558	1
0.346588	1
0.346619	0
0.346649	0
0.34668	2
0.34671	0
0.346741	1
0.346771	1
0.346802	0
0.346832	2
0.346863	2
0.346893	1
0.346924	0
0.346954	0
0.346985	1
0.347015	0
0.347046	1
0.347076	0
0.347107	0
0.347137	0
0.347168	2
0.347198	0
0.347229	0
0.34726	1
0.34729	1
0.347321	0
0.347351	2
0.347382	0
0.347412	0
0.347443	0
0.347473	1
0.347504	1
0.347534	2
0.347565	0
0.347595	1
0.347626	0
0.347656	1
0.347687	0
0.347717	0
0.347748	1
0.347778	2
0.347809	5
0.347839	2
0.34787	1
0.3479	0
0.347931	0
0.347961	0
0.347992	0
0.348022	0
0.348053	0
0.348083	0
0.348114	0
0.348145	0
0.348175	0
0.348206	1
0.348236	0
0.348267	1
0.348297	0
0.348328	0
0.348358	0
0.348389	3
0.348419	0
0.34845	0
0.34848	2
0.348511	0
0.348541	0
0.348572	0
0.348602	0
0.348633	0
0.348663	2
0.348694	0
0.348724	0
0.348755	1
0.348785	0
0.348816	0
0.348846	1
0.348877	0
0.348907	1
0.348938	0
0.348969	0
0.348999	0
0.34903	0
0.34906	0
0.349091	1
0.349121	1
0.349152	1
0.349182	2
0.349213	0
0.349243	0
0.349274	0
0.349304	0
0.349335	0
0.349365	0
0.349396	0
0.349426	0
0.349457	0
0.349487	0
0.349518	0
0.349548	0
0.349579	5
0.349609	2
0.34964	0
0.34967	1
0.349701	0
0.349731	3
0.349762	0
0.349792	0
0.349823	0
0.349854	0
0.349884	1
0.349915	0
0.349945	0
0.349976	0
0.350006	1
0.350037	4
0.350067	0
0.350098	0
0.350128	0
0.350159	0
0.350189	0
0.35022	0
0.35025	2
0.350281	2
0.350311	0
0.350342	0
0.350372	1
0.350403	0
0.350433	0
0.350464	0
0.350494	2
0.350525	0
0.350555	0
0.350586	0
0.350616	0
0.350647	0
0.350677	0
0.350708	0
0.350739	0
0.350769	0
0.3508	1
0.35083	1
0.350861	2
0.350891	0
0.350922	0
0.350952	2
0.350983	0
0.351013	0
0.351044	0
0.351074	0
0.351105	0
0.351135	2
0.351166	0
0.351196	0
0.351227	0
0.351257	0
0.351288	1
0.351318	0
0.351349	2
0.351379	1
0.35141	1
0.35144	0
0.351471	0
0.351501	0
0.351532	2
0.351562	0
0.351593	0
0.351624	0
0.351654	0
0.351685	0
0.351715	1
0.351746	0
0.351776	0
0.351807	0
0.351837	0
0.351868	0
0.351898	0
0.351929	1
0.351959	0
0.35199	0
0.35202	0
0.352051	0
0.352081	1
0.352112	0
0.352142	0
0.352173	3
0.352203	0
0.352234	0
0.352264	0
0.352295	0
0.352325	0
0.352356	0
0.352386	0
0.352417	4
0.352448	0
0.352478	0
0.352509	0
0.352539	0
0.35257	0
0.3526	0
0.352631	0
0.352661	2
0.352692	1
0.352722	0
0.352753	0
0.352783	2
0.352814	1
0.352844	0
0.352875	0
0.352905	0
0.352936	3
0.352966	0
0.352997	0
0.353027	1
0.353058	1
0.353088	0
0.353119	0
0.353149	1
0.35318	0
0.35321	0
0.353241	0
0.353271	0
0.353302	2
0.353333	0
0.353363	1
0.353394	2
0.353424	0
0.353455	0
0.353485	1
0.353516	0
0.353546	2
0.353577	6
0.353607	0
0.353638	1
0.353668	0
0.353699	0
0.353729	0
0.35376	0
0.35379	0
0.353821	1
0.353851	1
0.353882	0
0.353912	0
0.353943	0
0.353973	0
0.354004	0
0.354034	1
0.354065	3
0.354095	1
0.354126	0
0.354156	0
0.354187	2
0.354218	0
0.354248	1
0.354279	1
0.354309	1
0.35434	1
0.35437	1
0.354401	0
0.354431	0
0.354462	1
0.354492	0
0.354523	1
0.354553	0
0.354584	0
0.354614	0
0.354645	1
0.354675	0
0.354706	0
0.354736	1
0.354767	0
0.354797	0
0.354828	1
0.354858	0
0.354889	0
0.354919	0
0.35495	0
0.35498	0
0.355011	2
0.355042	0
0.355072	0
0.355103	0
0.355133	0
0.355164	1
0.355194	0
0.355225	4
0.355255	1
0.355286	0
0.355316	3
0.355347	3
0.355377	0
0.355408	2
0.355438	2
0.355469	1
0.355499	1
0.35553	5
0.35556	1
0.355591	1
0.355621	2
0.355652	0
0.355682	2
0.355713	0
0.355743	0
0.355774	0
0.355804	0
0.355835	0
0.355865	2
0.355896	0
0.355927	2
0.355957	0
0.355988	0
0.356018	0
0.356049	1
0.356079	1
0.35611	0
0.35614	0
0.356171	1
0.356201	0
0.356232	0
0.356262	1
0.356293	0
0.356323	0
0.356354	2
0.356384	4
0.356415	2
0.356445	0
0.356476	0
0.356506	3
0.356537	0
0.356567	3
0.356598	1
0.356628	4
0.356659	2
0.356689	0
0.35672	0
0.35675	4
0.356781	2
0.356812	0
0.356842	0
0.356873	0
0.356903	0
0.356934	0
0.356964	0
0.356995	1
0.357025	0
0.357056	0
0.357086	0
0.357117	2
0.357147	1
0.357178	0
0.357208	0
0.357239	0
0.357269	1
0.3573	2
0.35733	0
0.357361	0
0.357391	0
0.357422	0
0.357452	0
0.357483	1
0.357513	1
0.357544	0
0.357574	3
0.357605	0
0.357635	1
0.357666	0
0.357697	0
0.357727	0
0.357758	0
0.357788	0
0.357819	1
0.357849	0
0.35788	0
0.35791	1
0.357941	3
0.357971	0
0.358002	2
0.358032	0
0.358063	2
0.358093	0
0.358124	1
0.358154	1
0.358185	0
0.358215	0
0.358246	0
0.358276	2
0.358307	1
0.358337	1
0.358368	0
0.358398	0
0.358429	0
0.358459	2
0.35849	2
0.358521	0
0.358551	3
0.358582	0
0.358612	3
0.358643	0
0.358673	2
0.358704	2
0.358734	2
0.358765	3
0.358795	0
0.358826	0
0.358856	0
0.358887	0
0.358917	2
0.358948	0
0.358978	1
0.359009	0
0.359039	0
0.35907	2
0.3591	0
0.359131	0
0.359161	0
0.359192	1
0.359222	0
0.359253	0
0.359283	1
0.359314	0
0.359344	1
0.359375	0
0.359406	0
0.359436	0
0.359467	0
0.359497	0
0.359528	0
0.359558	0
0.359589	0
0.359619	1
0.35965	0
0.35968	0
0.359711	1
0.359741	0
0.359772	1
0.359802	0
0.359833	1
0.359863	0
0.359894	0
0.359924	0
0.359955	0
0.359985	0
0.360016	0
0.360046	0
0.360077	0
0.360107	0
0.360138	0
0.360168	0
0.360199	1
0.360229	2
0.36026	1
0.360291	0
0.360321	0
0.360352	1
0.360382	0
0.360413	0
0.360443	1
0.360474	0
0.360504	2
0.360535	0
0.360565	0
0.360596	1
0.360626	0
0.360657	0
0.360687	0
0.360718	2
0.360748	1
0.360779	1
0.360809	1
0.36084	0
0.36087	0
0.360901	0
0.360931	0
0.360962	0
0.360992	0
0.361023	0
0.361053	1
0.361084	5
0.361115	2
0.361145	0
0.361176	0
0.361206	3
0.361237	0
0.361267	0
0.361298	2
0.361328	0
0.361359	0
0.361389	0
0.36142	0
0.36145	2
0.361481	0
0.361511	0
0.361542	3
0.361572	1
0.361603	1
0.361633	1
0.361664	0
0.361694	0
0.361725	0
0.361755	0
0.361786	0
0.361816	1
0.361847	0
0.361877	2
0.361908	1
0.361938	0
0.361969	0
0.362	0
0.36203	4
0.362061	0
0.362091	0
0.362122	0
0.362152	4
0.362183	2
0.362213	0
0.362244	1
0.362274	0
0.362305	0
0.362335	0
0.362366	0
0.362396	1
0.362427	0
0.362457	1
0.362488	0
0.362518	0
0.362549	1
0.362579	0
0.36261	4
0.36264	0
0.362671	0
0.362701	1
0.362732	0
0.362762	0
0.362793	1
0.362823	0
0.362854	0
0.362885	0
0.362915	0
0.362946	0
0.362976	0
0.363007	1
0.363037	0
0.363068	1
0.363098	3
0.363129	0
0.363159	0
0.36319	2
0.36322	1
0.363251	0
0.363281	2
0.363312	0
0.363342	0
0.363373	0
0.363403	1
0.363434	0
0.363464	0
0.363495	0
0.363525	0
0.363556	0
0.363586	1
0.363617	0
0.363647	0
0.363678	1
0.363708	0
0.363739	0
0.36377	0
0.3638	1
0.363831	0
0.363861	0
0.363892	0
0.363922	1
0.363953	0
0.363983	1
0.364014	0
0.364044	0
0.364075	1
0.364105	3
0.364136	1
0.364166	0
0.364197	0
0.364227	0
0.364258	2
0.364288	0
0.364319	1
0.364349	0
0.36438	0
0.36441	2
0.364441	0
0.364471	1
0.364502	0
0.364532	0
0.364563	0
0.364594	0
0.364624	0
0.364655	0
0.364685	0
0.364716	0
0.364746	0
0.364777	0
0.364807	1
0.364838	1
0.364868	0
0.364899	0
0.364929	1
0.36496	0
0.36499	0
0.365021	0
0.365051	1
0.365082	0
0.365112	1
0.365143	1
0.365173	1
0.365204	0
0.365234	0
0.365265	1
0.365295	0
0.365326	1
0.365356	0
0.365387	0
0.365417	0
0.365448	0
0.365479	0
0.365509	0
0.36554	0
0.36557	5
0.365601	2
0.365631	2
0.365662	3
0.365692	0
0.365723	0
0.365753	0
0.365784	3
0.365814	0
0.365845	2
0.365875	0
0.365906	1
0.365936	0
0.365967	0
0.365997	0
0.366028	0
0.366058	0
0.366089	0
0.366119	1
0.36615	0
0.36618	0
0.366211	1
0.366241	1
0.366272	0
0.366302	0
0.366333	0
0.366364	1
0.366394	0
0.366425	0
0.366455	0
0.366486	0
0.366516	1
0.366547	0
0.366577	0
0.366608	0
0.366638	0
0.366669	0
0.366699	1
0.36673	0
0.36676	0
0.366791	1
0.366821	3
0.366852	0
0.366882	0
0.366913	1
0.366943	0
0.366974	1
0.367004	0
0.367035	0
0.367065	0
0.367096	0
0.367126	0
0.367157	1
0.367188	0
0.367218	2
0.367249	0
0.367279	0
0.36731	1
0.36734	1
0.367371	4
0.367401	0
0.367432	0
0.367462	0
0.367493	1
0.367523	0
0.367554	0
0.367584	1
0.367615	1
0.367645	3
0.367676	0
0.367706	1
0.367737	1
0.367767	3
0.367798	0
0.367828	4
0.367859	1
0.367889	0
0.36792	0
0.36795	2
0.367981	0
