0.996918	210
0.996948	13
0.996979	290
0.997009	277
0.99704	67
0.99707	268
0.997101	183
0.997131	91
0.997162	181
0.997192	120
0.997223	294
0.997253	750
0.997284	114
0.997314	234
0.997345	163
0.997375	382
0.997406	150
0.997437	63
0.997467	919
0.997498	1035
0.997528	86
0.997559	550
0.997589	232
0.99762	356
0.99765	690
0.997681	1216
0.997711	381
0.997742	205
0.997772	1517
0.997803	68
0.997833	33
0.997864	41
0.997894	398
0.997925	1016
0.997955	74
0.997986	783
0.998016	165
0.998047	62
0.998077	1258
0.998108	857
0.998138	25
0.998169	1194
0.998199	633
0.99823	250
0.99826	72
0.998291	619
0.998322	65
0.998352	443
0.998383	763
0.998413	41
0.998444	268
0.998474	467
0.998505	74
0.998535	422
0.998566	894
0.998596	643
0.998627	740
0.998657	715
0.998688	1024
0.998718	1533
0.998749	946
0.998779	694
0.99881	208
0.99884	332
0.998871	5
0.998901	1454
0.998932	1651
0.998962	1112
0.998993	1454
0.999023	2353
0.999054	821
0.999084	761
0.999115	3059
0.999146	962
0.999176	873
0.999207	2054
0.999237	3042
0.999268	860
0.999298	124
0.999329	253
0.999359	1240
0.99939	3447
0.99942	2727
0.999451	285
0.999481	2590
0.999512	5576
0.999542	2186
0.999573	4600
0.999603	837
0.999634	1768
0.999664	1061
0.999695	2111
0.999725	5942
0.999756	1853
0.999786	2474
0.999817	3587
0.999847	702
0.999878	2195
0.999908	3610
0.999939	10601
0.999969	3231
